rank,name,networth,age,country,longitude,latitude,source,industry
951,Matthew Prince ,3.2,47,United States of America,-95.712891,37.09024,cybersecurity,Technology 
951,Penny Pritzker ,3.2,62,United States of America,-95.712891,37.09024,"hotels, investments",Finance & Investments 
951,Yasumitsu Shigeta ,3.2,57,Japan,138.252924,36.204824,mobile phone retailer,Telecom 
951,Sebastian Siemiatkowski ,3.2,40,Sweden,18.643501,60.128161,fintech,Finance & Investments 
951,Barry Silbert ,3.2,45,United States of America,-95.712891,37.09024,cryptocurrency,Finance & Investments 
951,Daniel Sundheim ,3.2,45,United States of America,-95.712891,37.09024,hedge funds,Finance & Investments 
951,Rita Tong Liu ,3.2,73,Hong Kong,114.109497,22.396428,real estate,Real Estate 
951,Tran Dinh Long ,3.2,61,Vietnam,108.277199,14.058324,steel,Manufacturing 
951,Zhang Daocai ,3.2,72,China,104.195397,35.86166,valves,Diversified 
984,John Caudwell ,3.1,69,United Kingdom,-3.435973,55.378051,mobile phones,Telecom 
984,Philippe Foriel-Destezet ,3.1,86,France,2.213749,46.227638,employment agency,Service 
984,Walter Frey ,3.1,78,Switzerland,8.227512,46.818188,car dealerships,Automotive 
984,Alessandra Garavoglia ,3.1,62,Italy,12.56738,41.87194,spirits,Food & Beverage 
984,Peter Gassner ,3.1,57,United States of America,-95.712891,37.09024,software,Technology 
984,Mitchell Goldhar ,3.1,60,Canada,-106.346771,56.130366,real estate,Real Estate 
984,Otto Happel ,3.1,74,Germany,10.451526,51.165691,engineering,Construction & Engineering 
984,Peter Hargreaves ,3.1,75,United Kingdom,-3.435973,55.378051,financial services,Finance & Investments 
984,Bom Kim ,3.1,43,United States of America,-95.712891,37.09024,online retailing,Technology 
984,Gaiteng Li ,3.1,49,China,104.195397,35.86166,hair dryers,Manufacturing 
984,Liufa Li & family ,3.1,64,China,104.195397,35.86166,"steel, diversified",Diversified 
984,Lu Weiding ,3.1,51,China,104.195397,35.86166,diversified,Diversified 
984,Harsh Mariwala ,3.1,70,India,78.96288,20.593684,consumer goods,Food & Beverage 
984,Samir Mehta ,3.1,58,India,78.96288,20.593684,"pharmaceuticals, power",Healthcare 
984,Sudhir Mehta ,3.1,67,India,78.96288,20.593684,"pharmaceuticals, power",Healthcare 
984,Pawan Munjal & family ,3.1,68,India,78.96288,20.593684,motorcycles,Automotive 
984,Nguyen Thi Phuong Thao ,3.1,51,Vietnam,108.277199,14.058324,airlines,Diversified 
984,Madhukar Parekh ,3.1,75,India,78.96288,20.593684,adhesives,Manufacturing 
984,Sergei Popov ,3.1,50,Russia,105.318756,61.52401,banking,Finance & Investments 
984,Haim Saban ,3.1,77,United States of America,-95.712891,37.09024,"TV network, investments",Media & Entertainment 
984,Karthik Sarma ,3.1,47,India,78.96288,20.593684,hedge fund,Finance & Investments 
984,Klaus-Peter Schulenberg ,3.1,70,Germany,10.451526,51.165691,ticketing service,Service 
984,Pat Stryker ,3.1,65,United States of America,-95.712891,37.09024,medical equipment,Healthcare 
984,Jeff Sutton ,3.1,62,United States of America,-95.712891,37.09024,real estate,Real Estate 
984,Jon Yarbrough ,3.1,64,United States of America,-95.712891,37.09024,video games,Gambling & Casinos 
984,Gang Ye ,3.1,41,Singapore,103.819836,1.352083,gaming,Media & Entertainment 
984,Yi Zheng ,3.1,51,China,104.195397,35.86166,software,Technology 
984,Zhang Fan ,3.1,56,China,104.195397,35.86166,touch screens,Technology 
1012,William Ackman ,3,55,United States of America,-95.712891,37.09024,hedge funds,Finance & Investments 
1012,Markus Blocher ,3,51,Switzerland,8.227512,46.818188,chemicals,Manufacturing 
1012,Neal Blue & family ,3,87,United States of America,-95.712891,37.09024,defense,Manufacturing 
1012,Eva Maria Bucher-Haefner ,3,65,Switzerland,8.227512,46.818188,"software, investments",Technology 
1012,Chang Kuo-Hua ,3,67,Taiwan,120.960515,23.69781,"shipping, airlines",Logistics 
1012,Todd Christopher ,3,59,United States of America,-95.712891,37.09024,hair care products,Fashion & Retail 
1012,Euisun Chung ,3,51,South Korea,127.766922,35.907757,Hyundai,Logistics 
1012,Bernard Ecclestone & family ,3,91,United Kingdom,-3.435973,55.378051,Formula One,Sports 
1012,Michael Federmann & family ,3,78,Israel,34.851612,31.046051,"defense, hotels",Technology 
1012,Gudrun Heine ,3,67,Germany,10.451526,51.165691,medical devices,Healthcare 
1012,Heidi Horten ,3,81,Austria,14.550072,47.516231,retail,Fashion & Retail 
1012,Dawen Huang ,3,61,Hong Kong,114.109497,22.396428,silicon,Manufacturing 
1012,Sheldon Lavin ,3,89,United States of America,-95.712891,37.09024,meat processing,Food & Beverage 
1012,Li Min ,3,56,China,104.195397,35.86166,semiconductor,Technology 
1012,Liang Yunchao ,3,53,China,104.195397,35.86166,nutritional supplements,Food & Beverage 
1012,Joseph Liemandt ,3,53,United States of America,-95.712891,37.09024,software,Technology 
1012,Strive Masiyiwa ,3,61,Zimbabwe,29.154857,-19.015438,telecom,Telecom 
1012,Masahiro Miki ,3,66,Japan,138.252924,36.204824,shoes,Fashion & Retail 
1012,Pan Laican ,3,64,China,104.195397,35.86166,soy sauce,Food & Beverage 
1012,Karsanbhai Patel ,3,78,India,78.96288,20.593684,consumer goods,Diversified 
1012,Arvind Poddar ,3,64,India,78.96288,20.593684,tires,Automotive 
1012,Remo Ruffini ,3,60,Italy,12.56738,41.87194,winter jackets,Fashion & Retail 
1012,Eddy Kusnadi Sariaatmadja ,3,68,Indonesia,113.921327,-0.789275,"media, tech",Media & Entertainment 
1012,Sybill Storz ,3,84,Germany,10.451526,51.165691,medical devices,Healthcare 
1012,Lawrence Stroll ,3,62,Canada,-106.346771,56.130366,fashion investments,Fashion & Retail 
1012,Wijono & Hermanto Tanoko ,3,64,Indonesia,113.921327,-0.789275,paints,Manufacturing 
1012,Michael Tojner ,3,56,Austria,14.550072,47.516231,"batteries, investments",Manufacturing 
1012,Donald Trump ,3,75,United States of America,-95.712891,37.09024,real estate,Real Estate 
1012,Tsai Ming-kai ,3,71,Taiwan,120.960515,23.69781,semiconductors,Technology 
1012,John Tyson ,3,68,United States of America,-95.712891,37.09024,food processing,Food & Beverage 
1012,Rufino Vigil Gonzalez ,3,73,Mexico,-102.552784,23.634501,steel,Metals & Mining 
1012,Ning Wang & family ,3,35,China,104.195397,35.86166,toys,Media & Entertainment 
1012,Wang Yusuo & family ,3,58,China,104.195397,35.86166,natural gas distribution,Energy 
1012,Zhigang Wu & family ,3,87,China,104.195397,35.86166,bakery chain,Food & Beverage 
1012,Xie Juhua & family ,3,71,China,104.195397,35.86166,pharmaceuticals,Healthcare 
1012,Oren Zeev ,3,57,Israel,34.851612,31.046051,investments,Finance & Investments 
1012,Charles Zegar ,3,74,United States of America,-95.712891,37.09024,Bloomberg LP,Media & Entertainment 
1012,Zhang Lei ,3,49,China,104.195397,35.86166,investments,Finance & Investments 
1012,Zhang Xin & Pan Shiyi ,3,56,China,104.195397,35.86166,real estate,Real Estate 
1012,Zhu Yan & family ,3,64,China,104.195397,35.86166,real estate,Real Estate 
1012,Mortimer Zuckerman ,3,84,United States of America,-95.712891,37.09024,"real estate, media",Real Estate 
1053,Juan Abello ,2.9,80,Spain,-3.74922,40.463667,investments,Finance & Investments 
1053,John Armitage ,2.9,62,Ireland,-8.24389,53.41291,hedge funds,Finance & Investments 
1053,Bang Si-hyuk ,2.9,49,South Korea,127.766922,35.907757,entertainment,Media & Entertainment 
1053,Miriam Baumann-Blocher ,2.9,47,Switzerland,8.227512,46.818188,chemicals,Manufacturing 
1053,Riley Bechtel & family ,2.9,70,United States of America,-95.712891,37.09024,"engineering, construction",Construction & Engineering 
1053,Wilhelm Beier & family ,2.9,65,Germany,10.451526,51.165691,pharmaceuticals,Healthcare 
1053,Nicolas Berggruen ,2.9,60,United States of America,-95.712891,37.09024,"real estate, investments",Real Estate 
1053,Bui Thanh Nhon ,2.9,64,Vietnam,108.277199,14.058324,real estate,Real Estate 
1053,Cao Longxiang & family ,2.9,64,China,104.195397,35.86166,pharmaceuticals,Healthcare 
1053,Deng Wen ,2.9,54,China,104.195397,35.86166,flavorings,Food & Beverage 
1053,Daniel Dines ,2.9,50,Romania,24.96676,45.943161,software,Technology 
1053,Joseph Edelman ,2.9,66,United States of America,-95.712891,37.09024,hedge funds,Finance & Investments 
1053,N. Murray Edwards ,2.9,62,Canada,-106.346771,56.130366,oil & gas,Energy 
1053,Jane Goldman ,2.9,66,United States of America,-95.712891,37.09024,real estate,Real Estate 
1053,Guo Zhenyu & family ,2.9,58,Canada,-106.346771,56.130366,cosmetics,Fashion & Retail 
1053,Stewart Horejsi & family ,2.9,84,United States of America,-95.712891,37.09024,Berkshire Hathaway,Finance & Investments 
1053,Zhenda Huang & family ,2.9,74,China,104.195397,35.86166,construction,Construction & Engineering 
1053,"Jeremy Jacobs, Sr. & family ",2.9,82,United States of America,-95.712891,37.09024,food service,Service 
1053,Hamilton James ,2.9,70,United States of America,-95.712891,37.09024,investments,Finance & Investments 
1053,Valentin Kipyatkov ,2.9,45,Russia,105.318756,61.52401,computer software,Technology 
1053,Li Zhongchu ,2.9,58,China,104.195397,35.86166,software,Technology 
1053,Martin Lorentzon ,2.9,53,Sweden,18.643501,60.128161,Spotify,Technology 
1053,"Drayton McLane, Jr. ",2.9,85,United States of America,-95.712891,37.09024,"Walmart, logistics",Fashion & Retail 
1053,Benjamin Otto ,2.9,64,Germany,10.451526,51.165691,retail,Fashion & Retail 
1053,Roger Penske ,2.9,85,United States of America,-95.712891,37.09024,cars,Automotive 
1053,Olivier Pomel ,2.9,45,France,2.213749,46.227638,cloud computing,Technology 
1053,Jean Salata ,2.9,56,Chile,-71.542969,-35.675147,finance,Finance & Investments 
1053,Arnout Schuijff ,2.9,54,Netherlands,5.291266,52.132633,payments software,Technology 
1053,Shen Hua & family ,2.9,59,United States of America,-95.712891,37.09024,semiconductors,Technology 
1053,Martua Sitorus ,2.9,62,Indonesia,113.921327,-0.789275,palm oil,Manufacturing 
1053,Zygmunt Solorz-Zak ,2.9,65,Poland,19.145136,51.919438,TV broadcasting,Media & Entertainment 
1053,Warren Stephens ,2.9,65,United States of America,-95.712891,37.09024,investment banking,Finance & Investments 
1053,Tang Jinkui & family ,2.9,66,China,104.195397,35.86166,"textiles, petrochemicals",Manufacturing 
1053,Alan Trefler ,2.9,66,United States of America,-95.712891,37.09024,software,Technology 
1053,Masateru Uno & family ,2.9,75,Japan,138.252924,36.204824,drugstores,Fashion & Retail 
1053,Frank VanderSloot ,2.9,73,United States of America,-95.712891,37.09024,"nutrition, wellness products",Fashion & Retail 
1053,Guangming Wu ,2.9,60,China,104.195397,35.86166,medical equipment,Healthcare 
1053,Kai Wu ,2.9,54,China,104.195397,35.86166,batteries,Energy 
1053,Ye Fan & family ,2.9,51,China,104.195397,35.86166,auto dealerships,Automotive 
1053,Yoo Jung-hyun ,2.9,52,South Korea,127.766922,35.907757,online games,Media & Entertainment 
1053,Fenggang Zhao ,2.9,56,China,104.195397,35.86166,batteries,Energy 
1053,Zheng Xiaodong ,2.9,58,China,104.195397,35.86166,manufacturing,Manufacturing 
1053,Zhou Jianping ,2.9,61,China,104.195397,35.86166,fashion retail,Fashion & Retail 
1096,Jose Joao Abdalla Filho ,2.8,76,Brazil,-51.92528,-14.235004,investments,Finance & Investments 
1096,Brian Acton ,2.8,50,United States of America,-95.712891,37.09024,WhatsApp,Technology 
1096,Bill Alfond ,2.8,73,United States of America,-95.712891,37.09024,shoes,Fashion & Retail 
1096,Susan Alfond ,2.8,76,United States of America,-95.712891,37.09024,shoes,Fashion & Retail 
1096,Ted Alfond ,2.8,77,United States of America,-95.712891,37.09024,shoes,Fashion & Retail 
1096,Felix Baker ,2.8,53,United States of America,-95.712891,37.09024,biotech investing,Finance & Investments 
1096,Julian Baker ,2.8,55,United States of America,-95.712891,37.09024,investing,Finance & Investments 
1096,Karen Virginia Beckmann Legoretta ,2.8,52,Mexico,-102.552784,23.634501,tequila,Food & Beverage 
1096,Maurizio Billi ,2.8,64,Brazil,-51.92528,-14.235004,generic drugs,Healthcare 
1096,Otto Philipp Braun ,2.8,44,Germany,10.451526,51.165691,medical technology,Healthcare 
1096,Garrett Camp ,2.8,43,Canada,-106.346771,56.130366,Uber,Technology 
1096,Cao Ji ,2.8,70,China,104.195397,35.86166,manufacturing,Manufacturing 
1096,Hua Chen ,2.8,56,China,104.195397,35.86166,real estate,Real Estate 
1096,John Paul DeJoria ,2.8,77,United States of America,-95.712891,37.09024,"hair products, tequila",Fashion & Retail 
1096,Beda Diethelm ,2.8,81,Switzerland,8.227512,46.818188,hearing aids,Healthcare 
1096,K. Dinesh ,2.8,67,India,78.96288,20.593684,software services,Technology 
1096,Dong Fan ,2.8,52,China,104.195397,35.86166,medical devices,Healthcare 
1096,Bennett Dorrance ,2.8,76,United States of America,-95.712891,37.09024,Campbell Soup,Food & Beverage 
1096,Marcel Erni ,2.8,57,Switzerland,8.227512,46.818188,private equity,Finance & Investments 
1096,Abhay Firodia ,2.8,77,India,78.96288,20.593684,automobiles,Automotive 
1096,Alfred Gantner ,2.8,54,Switzerland,8.227512,46.818188,private equity,Finance & Investments 
1096,Allan Goldman ,2.8,79,United States of America,-95.712891,37.09024,real estate,Real Estate 
1096,Amy Goldman Fowler ,2.8,67,United States of America,-95.712891,37.09024,real estate,Real Estate 
1096,J. Tomilson Hill ,2.8,73,United States of America,-95.712891,37.09024,investments,Finance & Investments 
1096,Hong Jie ,2.8,54,China,104.195397,35.86166,paint,Manufacturing 
1096,James Jannard ,2.8,72,United States of America,-95.712891,37.09024,sunglasses,Fashion & Retail 
1096,Travis Kalanick ,2.8,45,United States of America,-95.712891,37.09024,Uber,Technology 
1096,Diane Kemper ,2.8,76,United States of America,-95.712891,37.09024,real estate,Real Estate 
1096,George Kurtz ,2.8,51,United States of America,-95.712891,37.09024,security software,Technology 
1096,Kwek Leng Beng ,2.8,81,Singapore,103.819836,1.352083,diversified,Diversified 
1096,Geoffrey Kwok ,2.8,36,Hong Kong,114.109497,22.396428,real estate,Real Estate 
1096,Lai Jianping ,2.8,64,China,104.195397,35.86166,soy sauce,Food & Beverage 
1096,Maritsa Lazari & family ,2.8,77,United Kingdom,-3.435973,55.378051,real estate,Real Estate 
1096,Alexis Lê-Quôc ,2.8,47,United States of America,-95.712891,37.09024,cloud computing,Technology 
1096,Angela Leong ,2.8,61,Hong Kong,114.109497,22.396428,casinos,Real Estate 
1096,Lin Chen-hai ,2.8,75,Taiwan,120.960515,23.69781,real estate,Real Estate 
1096,Sergio Mantegazza ,2.8,94,Switzerland,8.227512,46.818188,travel,Service 
1096,Hans Melchers ,2.8,83,Netherlands,5.291266,52.132633,"chemicals, investments",Finance & Investments 
1096,Tom Morris ,2.8,67,United Kingdom,-3.435973,55.378051,retail,Fashion & Retail 
1096,Eugene Murtagh ,2.8,79,Ireland,-8.24389,53.41291,building materials,Manufacturing 
1096,Philip Niarchos ,2.8,68,Greece,21.824312,39.074208,art collection,Diversified 
1096,Pan Dong ,2.8,57,Canada,-106.346771,56.130366,consumer goods,Fashion & Retail 
1096,Sean Parker ,2.8,42,United States of America,-95.712891,37.09024,Facebook,Technology 
1096,Richard Peery ,2.8,83,United States of America,-95.712891,37.09024,real estate,Real Estate 
1096,Gregorio Perez Companc & family ,2.8,86,Argentina,-63.616672,-38.416097,oil & gas,Energy 
1096,Sebastian Piñera & family ,2.8,72,Chile,-71.542969,-35.675147,investments,Finance & Investments 
1096,Nicholas Pritzker ,2.8,78,United States of America,-95.712891,37.09024,"hotels, investments",Finance & Investments 
1096,Jeff Rothschild ,2.8,67,United States of America,-95.712891,37.09024,Facebook,Technology 
1096,Steven Sarowitz ,2.8,56,United States of America,-95.712891,37.09024,payroll software,Technology 
1096,Isabella Seràgnoli ,2.8,76,Italy,12.56738,41.87194,packaging,Manufacturing 
1096,Stephen Smith ,2.8,70,Canada,-106.346771,56.130366,finance and investments,Finance & Investments 
1096,William Stone ,2.8,66,United States of America,-95.712891,37.09024,software,Technology 
1096,Sun Hongbin ,2.8,59,United States of America,-95.712891,37.09024,real estate,Real Estate 
1096,Sun Shoukuan ,2.8,72,China,104.195397,35.86166,"metals, coal",Manufacturing 
1096,"Henry Sy, Jr. ",2.8,69,Philippines,121.774017,12.879721,diversified,Diversified 
1096,Andrew Tan ,2.8,70,Philippines,121.774017,12.879721,diversified,Diversified 
1096,Kenneth Tuchman ,2.8,62,United States of America,-95.712891,37.09024,call centers,Service 
1096,Tung Chee Hwa ,2.8,84,Hong Kong,114.109497,22.396428,shipping,Logistics 
1096,Bulat Utemuratov ,2.8,64,Kazakhstan,66.923684,48.019573,"mining, banking, hotels",Metals & Mining 
1096,Anna Katharina Viessmann ,2.8,64,Germany,10.451526,51.165691,heating and cooling equipment,Manufacturing 
1096,Xicheng Wang & family ,2.8,73,China,104.195397,35.86166,tires,Manufacturing 
1096,Urs Wietlisbach ,2.8,60,Switzerland,8.227512,46.818188,private equity,Finance & Investments 
1096,Wong Man Li ,2.8,57,Hong Kong,114.109497,22.396428,furniture,Manufacturing 
1096,Xie Weitong ,2.8,65,Taiwan,120.960515,23.69781,cobalt,Metals & Mining 
1096,Xu Chuanhua & family ,2.8,87,China,104.195397,35.86166,"chemicals, logistics",Manufacturing 
1096,Ye Xiaoping ,2.8,59,China,104.195397,35.86166,pharmaceuticals,Healthcare 
1096,Weiguo Zhao ,2.8,55,China,104.195397,35.86166,IT products,Technology 
1163,Ben Ashkenazy ,2.7,52,United States of America,-95.712891,37.09024,real estate,Real Estate 
1163,Bill Austin ,2.7,80,United States of America,-95.712891,37.09024,hearing aids,Manufacturing 
